id,date,sessions,users,pageviews,bounce_rate,avg_session_duration,gsc_clicks,gsc_impressions,gsc_ctr,gsc_avg_position,created_at
1,2026-03-22,9,9,6,11.11,12.18,0,0,0.0,0.0,2026-03-23T07:56:32.333775+00:00
